supplier_uuid,supplier_name,contact_name,email,country,phone,performance_score,last_audit_date,preferred_supplier,supplier_uuid,status,compliance_score,last_inspection,supplier_uuid,category,rating,last_order_date
58c69158-04b4-4ac9-a831-7f0dbe9063fb,"Bell, Garrett and Young",Kathryn Cain,natasha08@perez-peterson.biz,Palestinian Territory,(416)889-3639,4.85,2025-05-01,No,5d09e409-f4fd-40c0-84b0-a4ee04fcea60,active,64.1,2025-04-10,5d09e409-f4fd-40c0-84b0-a4ee04fcea60,Logistics,4.25,2025-02-27
72fcc072-544c-4132-9af9-7493e8e46b31,"Anderson, Delgado and Carpenter",Christina Taylor,russellstout@douglas.com,Ghana,888-812-5205,3.02,2023-12-30,Yes,9e524f17-1d65-41c5-8365-80e60848d0e8,inactive,67.5,2024-09-10,9e524f17-1d65-41c5-8365-80e60848d0e8,Logistics,2.95,2023-12-30
e4e5b5b0-d25a-4576-af0b-743ebee04762,"Mahoney, Hill and Maxwell",Cody Farmer,catherine93@hall.info,Burkina Faso,297.652.6772x23306,4.73,2025-04-16,No,b5c2e83d-4184-4045-84c1-e37689ab0b0e,pending,75.7,2024-07-08,b5c2e83d-4184-4045-84c1-e37689ab0b0e,Raw Materials,2.35,2023-08-25
fcfd8547-abdc-40da-be0b-bddd38f95001,Todd Inc,Troy Gonzales,dwatts@patterson.org,Saint Pierre and Miquelon,(256)599-9880x8177,3.96,2024-06-05,Yes,353ee9c4-2c44-4e5f-a08a-82056de4edba,inactive,67.2,2025-01-29,353ee9c4-2c44-4e5f-a08a-82056de4edba,Raw Materials,2.36,2024-10-08
0a0c64e5-bc34-4b4f-bbdc-532e6546c66d,"Hughes, Hubbard and Estes",Jeffrey Wilkerson,steven64@ellison.info,Switzerland,+1-271-481-2982x6657,3.59,2024-04-18,No,02bf8d3f-6b18-4f2f-b5b5-b64c034b1d43,active,89.5,2025-05-21,02bf8d3f-6b18-4f2f-b5b5-b64c034b1d43,Logistics,3.6,2025-05-20
33b1d0dc-e552-40a8-b66f-3507e588b999,Davis-Nguyen,Michelle Martin,davisjasmin@cox.net,New Zealand,(468)460-2592,3.68,2023-09-30,No,527e3dea-3d99-4d15-a106-45202277caa3,pending,63.1,2024-06-05,527e3dea-3d99-4d15-a106-45202277caa3,Manufacturing,4.75,2023-06-19
4edd2a2a-6b69-44ae-8d22-af35b648be8a,Cross-Woodward,Christopher Roach,adamcannon@ellis.net,Sri Lanka,9973339776,3.87,2024-08-04,No,3b1d2a83-8769-43e0-a779-3d97beee34b2,pending,93.8,2024-05-23,3b1d2a83-8769-43e0-a779-3d97beee34b2,Raw Materials,1.1,2023-05-25
8c1e9464-e1d5-40dc-bea5-85a901aec505,Harvey-Grant,Amber Hernandez,benjamin09@evans.biz,Christmas Island,(749)299-8279,1.96,2023-07-30,Yes,458f3771-ab6f-439f-b0be-1901e787b73c,inactive,78.1,2025-01-26,458f3771-ab6f-439f-b0be-1901e787b73c,Raw Materials,2.25,2024-10-03
e5c482ff-5e5a-40c1-92a4-73f94c9e903a,Wilkins-Chang,Ana Ruiz,nealjoshua@gutierrez.com,Botswana,001-681-779-4695,4.12,2025-03-30,Yes,464ffd1f-a3c6-433c-91bb-ffbae08d4041,inactive,86.0,2024-08-02,464ffd1f-a3c6-433c-91bb-ffbae08d4041,Logistics,3.08,2023-10-14
850b7073-7f13-4e67-9008-cdc99d421bae,"Welch, Vasquez and White",Michelle Krause,wilsonsteven@mclaughlin.org,Israel,(705)258-3034x41448,1.57,2023-08-14,Yes,3467f70c-ce8f-484b-94b5-789374f72d9f,pending,99.5,2024-12-18,3467f70c-ce8f-484b-94b5-789374f72d9f,Manufacturing,1.96,2024-07-15
b9720eec-6563-4d1f-9763-790255520712,"Gilbert, Johnson and Thompson",George Chambers,probles@olson.info,Uganda,+1-257-560-8495,4.66,2024-07-18,No,92b87a83-c47c-41f6-af4b-0e53fb09519a,active,96.6,2024-07-12,92b87a83-c47c-41f6-af4b-0e53fb09519a,Raw Materials,4.56,2023-09-03
e355e636-ea8b-41f5-8cae-58fe54eb8e20,Jones-Hernandez,Gina Brooks,ashleyprice@wilson.com,Russian Federation,5466173574,4.42,2023-09-27,No,dd4dd3c6-07b6-4bf7-8f6c-d45df4ea6bf1,active,90.7,2024-12-29,dd4dd3c6-07b6-4bf7-8f6c-d45df4ea6bf1,Logistics,2.41,2024-08-08
c71d4564-0992-4886-88f2-16c15fcc997d,Gentry Group,Rebecca Stein,jamesmclean@russo.com,Swaziland,923.207.6810x40915,2.1,2023-08-06,No,657a2952-b59f-426f-aa61-041fdf06f85a,inactive,97.3,2024-08-10,657a2952-b59f-426f-aa61-041fdf06f85a,Logistics,2.66,2023-10-31
4ffebdfd-bedc-4cb7-a8b3-31a0c4246277,Lane LLC,Christine Gonzalez,joshua57@wilson.com,Nigeria,+1-481-638-5854,2.38,2024-07-15,Yes,c8d8e631-e65c-4372-9719-90246c09f3f0,inactive,92.7,2024-10-25,c8d8e631-e65c-4372-9719-90246c09f3f0,Logistics,4.14,2024-03-29
9cfecbd8-4fb6-4094-923c-f9112bd8ad4d,Fernandez-Williams,Steven Williams,bbrown@white-carlson.org,Norfolk Island,001-379-954-5381x792,3.77,2023-08-02,No,78a38a81-8ee3-4925-960d-d16b62b095a5,pending,84.0,2025-02-12,78a38a81-8ee3-4925-960d-d16b62b095a5,Manufacturing,1.49,2024-11-04
b5d0b595-a4f8-4e23-af39-f2ce4f75d45a,Ruiz-Meza,Steven Scott,philip55@freeman-jones.com,Guernsey,372.645.9928x1615,2.19,2024-06-15,Yes,34d2c8b8-3fac-4825-825e-30ff4e387140,pending,97.4,2025-04-01,34d2c8b8-3fac-4825-825e-30ff4e387140,Logistics,1.75,2025-02-08
3d134526-69d7-4427-972d-5d57669be896,"Sanchez, Moore and Olson",Daniel Benson,bmueller@cobb.com,Saint Vincent and the Grenadines,001-697-819-9758x172,3.42,2023-07-12,Yes,e8ee009b-4748-410e-9fb2-6d344115d12e,pending,64.7,2024-08-22,e8ee009b-4748-410e-9fb2-6d344115d12e,Logistics,4.08,2023-11-23
98ae0666-d066-4d21-af7d-7f211bd6b03d,Murphy-Newman,Daniel Taylor,shermandonna@schmidt-price.org,Kiribati,235.849.4651,1.67,2025-01-31,No,197ebe4d-63b8-4d2b-84d4-0065f15fc1be,pending,97.5,2024-10-28,197ebe4d-63b8-4d2b-84d4-0065f15fc1be,Logistics,4.69,2024-04-05
5e85643c-0ffa-4366-8b4f-afafda3dc780,"Faulkner, Smith and Castro",Ashley Campbell,youngjacqueline@garrett-joseph.biz,Hong Kong,(483)227-2386x56242,3.83,2023-07-14,No,0118c4c7-76dc-4fcc-948d-8c72438f28fb,pending,69.8,2024-06-02,0118c4c7-76dc-4fcc-948d-8c72438f28fb,Manufacturing,3.44,2023-06-14
e288109d-b8a9-4014-a4dc-ea0704056d2b,Barrett-Proctor,Chad Shaffer,senglish@conrad.biz,Micronesia,665.832.6909x738,1.73,2025-03-30,Yes,c9ed6ad3-4a47-42f6-8992-ac298bedaf07,inactive,92.3,2025-02-14,c9ed6ad3-4a47-42f6-8992-ac298bedaf07,Logistics,2.25,2024-11-09
fa6d81ee-0890-4506-9df1-bf6f938bd3f8,Carroll Ltd,Kevin Nixon,thomasjessica@marshall-miller.org,Benin,271.989.4905,1.28,2024-04-18,No,54464f1f-198f-4cf0-8708-3aa68d64c7d3,inactive,97.6,2025-02-12,54464f1f-198f-4cf0-8708-3aa68d64c7d3,Raw Materials,4.25,2024-11-05
bbdb4536-92ef-43c1-b81f-9d3fe7f339dc,Fisher-Yu,Donna Johnson,jessica94@soto.com,Montserrat,3496047128,2.13,2023-11-23,Yes,4ca07a68-683f-4c0c-bd63-a0821850d9f7,active,91.7,2024-07-13,4ca07a68-683f-4c0c-bd63-a0821850d9f7,Manufacturing,2.29,2023-09-04
db9c9b7c-4674-40eb-87ed-c6dd9da4ec0f,Smith-Rodriguez,Kevin Hernandez,lwood@patton-young.com,South Georgia and the South Sandwich Islands,705.212.9276x63723,3.04,2024-09-03,No,b17bf67b-d483-4353-a9b2-1ef3f203d2c4,pending,72.5,2024-07-23,b17bf67b-d483-4353-a9b2-1ef3f203d2c4,Logistics,3.81,2023-09-24
0d722918-1db1-4e86-91cc-c8d3c1676505,Marshall Group,Paul Goodwin,noahthornton@baker-moreno.biz,American Samoa,676-658-0185x6945,3.08,2024-12-29,Yes,4bb42f61-212d-415e-961a-f01700eb7763,active,74.7,2024-06-26,4bb42f61-212d-415e-961a-f01700eb7763,Logistics,3.04,2023-08-01
6422a73e-958c-4cfd-a783-0a8f415e3805,Mejia-Curry,Leah Lee,erica25@smith.biz,Bolivia,517.353.4430x09109,1.64,2024-10-21,Yes,d170133e-515e-410e-818d-e1b45bd174ba,pending,86.4,2024-05-28,d170133e-515e-410e-818d-e1b45bd174ba,Manufacturing,2.98,2023-06-05
9accb00d-db3f-44a2-961d-6acf1eb6d1f0,Bennett Ltd,Tracy Kemp,jonowens@fowler.biz,Puerto Rico,+1-954-321-4066x50442,2.32,2024-05-16,Yes,686f1c8e-ce59-4832-b6dd-eb399c1e7103,active,87.0,2025-01-02,686f1c8e-ce59-4832-b6dd-eb399c1e7103,Logistics,3.46,2024-08-14
6483b0e7-9c3c-4e9d-b35f-0d14edb7d4e4,Brewer Inc,Randy Robinson,gainesjennifer@johnson.org,Saint Lucia,270-972-0064x256,4.74,2024-05-06,Yes,19456b0a-6a6b-47f8-b480-1175fa6cf234,active,85.8,2025-02-13,19456b0a-6a6b-47f8-b480-1175fa6cf234,Manufacturing,1.06,2024-11-07
c7eb7d43-ba4e-472f-9813-9af76766d37b,Fernandez Inc,Michael Chan,bradleysavannah@cook-turner.com,Norfolk Island,+1-515-685-1743x2806,4.68,2024-10-12,No,547413c1-1f46-4860-b1f4-d370c5d89a2b,active,65.8,2025-03-24,547413c1-1f46-4860-b1f4-d370c5d89a2b,Manufacturing,2.13,2025-01-23
b057fcd4-a170-4e8e-9b55-2618e57e72d3,Tucker-Mcclure,Collin Johnson,cortezbrittany@price-sparks.com,Luxembourg,+1-370-505-0506,4.91,2025-01-01,No,28e87898-5f5a-4599-94d7-b854b5565022,active,61.9,2025-02-01,28e87898-5f5a-4599-94d7-b854b5565022,Manufacturing,2.2,2024-10-14
f0a9b97f-7557-428c-85eb-2b3faad53fb8,"Berg, Herrera and Figueroa",Benjamin Moss,evaldez@williams.com,Norfolk Island,3419792911,3.87,2024-07-30,No,a920f146-2216-4759-a9a3-1519b241a4aa,pending,74.9,2025-03-08,a920f146-2216-4759-a9a3-1519b241a4aa,Raw Materials,2.24,2024-12-22
cdf0aaba-1027-4bf7-b877-70f09d99d4c5,Simmons Ltd,Erika Daugherty,marcoconnell@duran.com,Grenada,914-526-2582,4.29,2025-03-29,Yes,530a6263-0c49-491b-af79-8c008d7c131f,pending,99.1,2024-11-22,530a6263-0c49-491b-af79-8c008d7c131f,Logistics,2.96,2024-05-24
ca826730-1997-4e2e-a224-98130a6b3e3d,"Salazar, Strickland and Smith",Mr. Christopher Davis,robert72@thomas.net,Korea,(532)590-9279x14560,4.3,2023-08-16,Yes,74be52b3-fbee-4066-b16f-6e038c59fd47,active,97.6,2025-01-14,74be52b3-fbee-4066-b16f-6e038c59fd47,Raw Materials,2.19,2024-09-07
9e719a56-187e-4ca4-ba0f-01a487bb1f6d,Huffman-Hatfield,Julie Sims,joshualee@jennings.info,Christmas Island,(900)254-3645,1.34,2023-08-07,No,598f35b1-3c29-4921-8ddd-793ca2ce5775,pending,96.4,2025-04-24,598f35b1-3c29-4921-8ddd-793ca2ce5775,Logistics,4.17,2025-03-26
2d06f862-8990-479c-acc3-b6990d6dcb42,Floyd Group,Andrea Young,uwatkins@gonzalez-rhodes.com,Denmark,001-215-831-3636x31797,3.08,2023-09-05,Yes,b30e4822-f463-4eb7-8ea8-fb71bd7bc80c,pending,91.1,2025-03-29,b30e4822-f463-4eb7-8ea8-fb71bd7bc80c,Manufacturing,3.66,2025-02-02
2d9563ed-747a-4829-9c03-d65ced8a028c,Brooks-Ellis,Ian Nelson,david90@taylor-york.info,Italy,(553)349-2929,4.81,2024-03-18,No,6793559f-febc-4729-bf37-b8df4e5a1cc7,active,96.9,2024-07-24,6793559f-febc-4729-bf37-b8df4e5a1cc7,Manufacturing,2.33,2023-09-27
fee3dbaa-dcb9-43b4-bd3d-16ca8592a38f,Vargas Group,Nicholas Fitzgerald,johnhamilton@snow.com,United States Minor Outlying Islands,001-806-900-7806,3.43,2025-01-03,Yes,ad261275-ded0-4f4b-bf03-d1af5701384b,pending,99.3,2024-08-02,ad261275-ded0-4f4b-bf03-d1af5701384b,Logistics,2.94,2023-10-15
73d3328c-1916-49d3-9240-25eab257e257,Allen-Hansen,Nicholas Dodson,michaelallen@smith.com,Central African Republic,001-279-390-7726x257,1.07,2024-02-28,No,1b4409c9-c586-4f84-8bf6-076a5d37c800,inactive,79.0,2024-06-22,1b4409c9-c586-4f84-8bf6-076a5d37c800,Manufacturing,1.04,2023-07-25
085ff4d1-87ea-451b-9539-562bb0d508a9,Simmons-Nelson,Kimberly Norton,olivermatthew@robertson.com,Tuvalu,4163579055,1.25,2024-07-05,No,28be894a-c6bb-4bbc-9461-74aaea258c65,pending,86.0,2025-03-17,28be894a-c6bb-4bbc-9461-74aaea258c65,Logistics,1.13,2025-01-09
fb334e61-236e-4007-b468-0b6ec6090b78,Allen-Wilson,Todd Carpenter,karenhodges@gomez-adams.biz,Falkland Islands (Malvinas),9156577881,2.32,2024-04-17,Yes,6f768057-af92-4b49-81ac-c28051c059e9,active,64.9,2025-03-23,6f768057-af92-4b49-81ac-c28051c059e9,Logistics,2.36,2025-01-22
f2037633-ac5d-402d-8cc6-7ffd5e3ece60,"Lamb, Everett and Jones",Judith Miller,keithfrye@martin.com,Luxembourg,(738)804-6827,1.64,2024-04-11,No,8b1591b5-b441-4e12-b200-950976879dcf,inactive,66.6,2024-12-10,8b1591b5-b441-4e12-b200-950976879dcf,Manufacturing,2.74,2024-06-29
3066478c-4aa0-4842-857f-dd20a50a0a29,Johnson and Sons,Kelly Rogers,diana57@wade.info,Gabon,001-224-424-3754,2.94,2024-02-05,Yes,3896ac17-0a56-42ec-a6e0-afcd2d5ae6b8,pending,94.7,2024-06-21,3896ac17-0a56-42ec-a6e0-afcd2d5ae6b8,Raw Materials,1.88,2023-07-22
9e5e8cfe-2a96-4526-b4ca-6e7074b799ec,Joseph LLC,Christopher Erickson,evanwilson@andrews-alexander.com,Colombia,480.655.2578,4.26,2023-08-19,No,966a66e9-8811-4899-86bf-8daf71f4d6ed,inactive,64.9,2024-05-28,966a66e9-8811-4899-86bf-8daf71f4d6ed,Manufacturing,1.99,2023-06-05
7fd9c96f-ee5a-4856-a791-659c06617f95,Gould LLC,Wayne Payne,deborah47@montes-webster.org,Papua New Guinea,(397)651-7028,3.93,2023-06-10,Yes,e891e131-4135-4b68-8516-55be3ceaefbc,pending,76.3,2025-05-09,e891e131-4135-4b68-8516-55be3ceaefbc,Raw Materials,2.46,2025-04-26
722b4439-3869-43c9-9743-b5a89e15ebcc,Davis-Brown,Lauren Walker,james18@rhodes-rosario.net,India,475.899.8056,3.92,2024-02-17,No,e411a1a6-889d-42fc-a704-4fd6cd66432b,pending,72.3,2025-03-09,e411a1a6-889d-42fc-a704-4fd6cd66432b,Raw Materials,3.48,2024-12-25
584cb0f7-48de-48be-831e-ef965f71dcc4,Parker-Griffin,Cindy Barron,slara@shaffer.biz,Burundi,001-391-823-4785,2.97,2023-07-26,No,97cf6e6d-c25d-4c74-b4ea-341101ca4c2e,inactive,85.8,2024-11-10,97cf6e6d-c25d-4c74-b4ea-341101ca4c2e,Logistics,3.28,2024-05-01
45f8e14d-ea16-4e6e-a388-ca3268d26992,Thompson-Murray,Suzanne Gonzalez,froberts@carson.org,Gabon,487.930.0244x7146,3.77,2025-03-15,No,11419520-6e88-4ea0-8b27-4facd6368fba,pending,69.1,2025-03-10,11419520-6e88-4ea0-8b27-4facd6368fba,Manufacturing,1.55,2024-12-27
1e8e06ed-0748-4379-bea7-f419a510af65,Snyder-Arellano,Heidi Castillo,ooneill@alvarez.net,Saint Martin,001-404-729-0257,2.5,2023-09-19,No,d3aa4c7a-4f3b-4759-97e8-b652d97bd2f2,pending,97.6,2025-04-16,d3aa4c7a-4f3b-4759-97e8-b652d97bd2f2,Raw Materials,2.4,2025-03-11
a2e11798-6b65-450b-9c75-352c45cdb96b,Williams-Carter,Angela Lee,kathygeorge@stephens.com,Faroe Islands,+1-751-489-5202x84576,3.86,2023-08-05,Yes,e4935ca8-fddd-4dbc-9bf1-660a2d975d12,pending,96.5,2024-08-10,e4935ca8-fddd-4dbc-9bf1-660a2d975d12,Manufacturing,1.47,2023-10-30
d4e20134-389a-44fd-80dd-b3862790e92f,Pope PLC,Sandra Fox,butlersabrina@fuentes.info,Guernsey,452-579-8524x0132,3.31,2024-01-02,No,f5a9f00c-5417-4dd9-b3d8-3b46f5103177,inactive,96.9,2025-01-30,f5a9f00c-5417-4dd9-b3d8-3b46f5103177,Manufacturing,4.27,2024-10-09
141f746e-fb29-4f36-a155-fba835b823e4,Vazquez-Bowers,Raymond Todd,gonzalezantonio@palmer.com,Aruba,440-711-9393,1.44,2023-06-13,Yes,5d4d9a70-bb18-48f1-a926-f8204b8635b2,inactive,88.8,2024-12-26,5d4d9a70-bb18-48f1-a926-f8204b8635b2,Logistics,4.95,2024-07-31
f11cc0a4-bf06-4520-988a-617b254338df,Rush-Bailey,Jonathan Chandler,williamjones@hines.com,Chile,001-880-813-8759x27125,1.59,2023-10-26,No,bc882208-5373-4073-8b91-eff62e591333,active,86.0,2025-03-08,bc882208-5373-4073-8b91-eff62e591333,Logistics,1.67,2024-12-23
c2ebbaa2-1ce3-40ed-a857-07ac3a40fe39,Martinez-Rodriguez,Philip Bush,millertristan@campbell-burke.com,Poland,938.364.6317x520,1.76,2024-03-07,No,52388930-7165-4a26-a821-c31690438f48,inactive,74.3,2024-10-31,52388930-7165-4a26-a821-c31690438f48,Logistics,3.25,2024-04-12
15c2f297-ad30-43ce-a896-9e7085cd3384,Thomas Group,Vanessa Figueroa,calvinhester@gonzalez-anthony.biz,British Virgin Islands,967.849.9465,2.32,2025-05-13,No,da435139-fb88-4fc8-9b75-d7e3997e5c7b,inactive,78.4,2024-06-23,da435139-fb88-4fc8-9b75-d7e3997e5c7b,Manufacturing,2.91,2023-07-26
c49b9e62-25ba-4f03-8765-606982ec0fc3,Rodriguez-King,Mark Taylor Jr.,greertyrone@stanton.org,Philippines,624-799-1187x73477,4.36,2025-01-03,Yes,72ff9ea2-c906-405d-b038-d052ae3d132b,pending,66.7,2025-05-19,72ff9ea2-c906-405d-b038-d052ae3d132b,Logistics,3.71,2025-05-15
f3dc50bf-0486-4bee-8bef-4a768a601b92,Ewing Inc,Ernest Bennett,ljohnson@hopkins.com,Liechtenstein,(424)267-1978x89778,4.22,2024-03-04,No,04b0b6c1-3937-4669-8c5a-3de8cc27b69f,pending,95.1,2025-02-05,04b0b6c1-3937-4669-8c5a-3de8cc27b69f,Manufacturing,2.62,2024-10-22
60b759a9-f88a-4c64-974e-bb877ea413e5,"Rhodes, Miranda and Mitchell",Kevin Anderson,michael90@peterson.com,Isle of Man,(403)233-4911x415,1.61,2024-06-19,Yes,6963acba-77bd-4a18-94d3-e54dc2335b06,inactive,94.6,2025-05-12,6963acba-77bd-4a18-94d3-e54dc2335b06,Raw Materials,3.99,2025-05-02
dd05b827-a863-482e-b5fe-28570991946d,Bradley-Valenzuela,Michael Chapman,nicholas65@davis.com,Guadeloupe,685.629.4563x7183,4.78,2023-06-26,Yes,533c46b1-4007-4ab1-9fc1-ae687130de2d,pending,91.5,2025-02-26,533c46b1-4007-4ab1-9fc1-ae687130de2d,Logistics,2.19,2024-12-03
cdfa76af-66eb-43b0-92d2-408eff08c739,Weber Inc,Laura Vargas,carlos87@clark-flynn.com,Madagascar,268-453-6649x8782,3.43,2024-07-17,No,ff5062f3-1677-4532-9aa4-fb78aecddcff,inactive,76.2,2024-10-11,ff5062f3-1677-4532-9aa4-fb78aecddcff,Logistics,5.0,2024-03-02
d2eba277-f64d-4de0-a92a-988036841339,"Hurley, Adams and Little",Sarah Meadows,boydmichael@allen.com,Tanzania,(365)413-6442x49363,1.9,2023-10-10,No,e4675db4-fa99-452a-91ea-ac6c8cab8694,active,86.8,2025-03-28,e4675db4-fa99-452a-91ea-ac6c8cab8694,Raw Materials,2.19,2025-02-01
4f7f963e-d3c5-44a3-8c0b-200d3edec38e,Washington-Esparza,Taylor Harris,derek44@pierce.info,Slovenia,3018594165,4.66,2025-04-11,Yes,76fa2bea-9208-4d6e-87d5-dabdf7cd869a,active,67.0,2025-04-20,76fa2bea-9208-4d6e-87d5-dabdf7cd869a,Raw Materials,3.51,2025-03-19
3c6d3173-23fb-401f-97be-7b4fb9676dc6,Duncan PLC,Kelly Calderon,tyler13@martinez.org,Saint Pierre and Miquelon,(236)932-1234x7649,1.18,2024-06-15,No,1be95f76-c1aa-4010-8c49-369709fa52d1,pending,76.4,2025-04-08,1be95f76-c1aa-4010-8c49-369709fa52d1,Manufacturing,2.71,2025-02-22
51057c35-1ceb-48fe-b2de-b798b31a25b5,"Coleman, Vega and Richmond",Taylor Cox,lori09@skinner.com,Portugal,+1-634-686-4518x37606,4.62,2023-07-27,Yes,2afaa00e-f6d9-48d4-ada9-6d69a8c7b965,active,91.0,2024-07-27,2afaa00e-f6d9-48d4-ada9-6d69a8c7b965,Manufacturing,1.06,2023-10-02
4c23e844-3c47-42f3-81b4-fd44d29cf92a,Villarreal and Sons,Lynn Suarez,rmccormick@morrow.info,Saint Pierre and Miquelon,(256)212-4815x69857,3.09,2024-09-02,No,61009e1c-3390-4997-b481-d400c6ce72ab,active,82.7,2025-02-05,61009e1c-3390-4997-b481-d400c6ce72ab,Logistics,2.36,2024-10-22
ca803df8-7182-4cf2-a151-ed022f098f4d,"Taylor, Morales and Fuller",Bradley Moore,melaniejennings@hayes-russo.com,Eritrea,(895)843-1652,4.18,2025-04-12,No,0f8fcbaf-603e-4b14-86df-c9c798594e28,active,87.4,2024-05-24,0f8fcbaf-603e-4b14-86df-c9c798594e28,Manufacturing,2.23,2023-05-28
054edd71-3977-4d2f-9205-1da0e2643336,Leblanc Ltd,Crystal Davis,sgonzalez@williams.biz,Netherlands Antilles,321-552-9108x677,4.92,2024-10-25,Yes,7560acc3-45b5-4947-b21d-2a7a8396ad17,pending,90.6,2024-10-27,7560acc3-45b5-4947-b21d-2a7a8396ad17,Raw Materials,1.6,2024-04-03
d03bcbfc-dca7-4284-b230-7c2230c7809b,Roberts-Snyder,Scott Greene,jessica36@ortiz.com,French Guiana,739-873-5971x072,1.33,2024-10-06,Yes,abef3946-2141-4f4e-9202-5337bf92c619,active,79.1,2024-11-23,abef3946-2141-4f4e-9202-5337bf92c619,Logistics,2.62,2024-05-28
6c5ccba7-b55d-4fc1-a22c-c212b69d2f48,"Harper, Jones and Hawkins",Timothy Ruiz,wendy90@king.biz,Gabon,(452)380-9242x8757,3.46,2024-01-09,Yes,9632ba72-8426-4b76-a35b-f96b93e88b7f,inactive,94.0,2025-01-02,9632ba72-8426-4b76-a35b-f96b93e88b7f,Raw Materials,4.05,2024-08-16
42a9f7e5-244c-49a8-aed4-7a6d87c9daac,Edwards and Sons,Dr. Douglas Ward MD,chloe48@graham-martin.info,Serbia,(287)903-2032,3.22,2023-11-29,Yes,fd0714fe-afd5-4fa4-81cc-e1243a2f1b3b,active,68.4,2025-04-23,fd0714fe-afd5-4fa4-81cc-e1243a2f1b3b,Logistics,3.33,2025-03-26
1db3c075-6fb9-4e37-b796-048fb4b9fb73,Williams-Kelly,Karina Vasquez,daviddavis@white-jackson.net,Swaziland,999-339-0892x613,3.77,2025-03-01,Yes,1b17809d-e70a-4e3c-a3f2-4b8b47e01a1e,pending,77.8,2025-02-17,1b17809d-e70a-4e3c-a3f2-4b8b47e01a1e,Logistics,1.54,2024-11-14
fb38bc6c-ae6a-4c48-88c6-a7ed06a574ec,"Martinez, Brooks and Hickman",Frank Johnson,qrivas@gibson-moses.org,Palestinian Territory,2506975923,2.02,2024-01-14,No,d64c495b-bb03-47cd-bf15-2b58bf695686,active,77.3,2024-12-17,d64c495b-bb03-47cd-bf15-2b58bf695686,Manufacturing,2.79,2024-07-14
8c126e0e-121a-4952-be69-ad390e378b07,"James, Ross and Thompson",Sharon Davis,frankchan@holland-best.com,British Indian Ocean Territory (Chagos Archipelago),876-949-2515x8377,4.74,2023-12-05,No,93cafcc8-7aaa-442c-a398-db4cc14e528c,inactive,95.1,2025-04-10,93cafcc8-7aaa-442c-a398-db4cc14e528c,Logistics,4.59,2025-02-27
c1a95ee2-1718-4fde-ac4e-5a8c99afee64,Shepherd-Austin,Jeffery Williams,teresa32@rose-holland.com,French Guiana,261.374.2243x864,2.19,2025-03-23,Yes,776f5126-206b-4c56-982a-3576d87bea26,pending,87.8,2024-06-29,776f5126-206b-4c56-982a-3576d87bea26,Manufacturing,2.43,2023-08-07
6cc721f0-82ba-4fed-9b8d-c821836f224b,Davis-Guerrero,Dawn Scott,mackallen@stanley.biz,Aruba,764-459-7794,4.04,2023-10-24,Yes,b2289434-540f-4345-add4-4660e80767cc,inactive,84.3,2024-10-13,b2289434-540f-4345-add4-4660e80767cc,Logistics,3.12,2024-03-05
9aa33580-fb70-4dd7-bf3d-5023140642a8,Savage-Rodriguez,Abigail Wilson,dianastevens@melton-church.org,Saint Kitts and Nevis,249.595.6412x2031,1.35,2025-02-08,Yes,db3686fe-c87c-4d8f-a990-c65e0c73949f,pending,74.8,2025-03-28,db3686fe-c87c-4d8f-a990-c65e0c73949f,Raw Materials,4.18,2025-02-01
2528d32d-a60c-4bed-bb2a-7f1035901039,"Allen, Wilkinson and Garrison",Angelica Carrillo,thomasjohnson@barrera.info,Libyan Arab Jamahiriya,807.893.3496x0501,2.72,2025-02-01,No,7c5a1cac-ad40-434e-8557-c6aa361410a8,active,88.4,2025-02-19,7c5a1cac-ad40-434e-8557-c6aa361410a8,Manufacturing,4.6,2024-11-19
bb27f6bc-9888-40d9-9423-251ebcb12a00,"Duarte, Johnson and Ross",Misty Mcconnell,dhall@smith.com,Uganda,+1-967-717-9576x0243,4.82,2024-04-07,Yes,5a4edcb7-ad37-4eb6-84e0-6472e1c60b7b,active,70.4,2025-04-10,5a4edcb7-ad37-4eb6-84e0-6472e1c60b7b,Raw Materials,4.27,2025-02-26
e8b8d252-9670-4d19-b83e-69a481f46dfd,"Morgan, Guzman and Kirby",Bonnie Carter,rmoyer@navarro.com,Nigeria,941.372.2329,2.57,2024-12-23,Yes,bbdf9573-5d91-4692-836b-d2f72541b413,active,99.6,2025-01-12,bbdf9573-5d91-4692-836b-d2f72541b413,Manufacturing,1.27,2024-09-03
4dbc217c-7e64-444f-be67-8797f16c084e,Clark Inc,Mrs. Debbie Rhodes MD,romanmatthew@williamson.net,Czech Republic,945.350.8428x9107,1.19,2025-05-04,No,9d6189fd-dc5c-48a4-8f91-ff00f181ab64,inactive,81.4,2024-11-25,9d6189fd-dc5c-48a4-8f91-ff00f181ab64,Logistics,2.76,2024-05-31
c83b6467-9c12-47d2-9c4e-7b65c81a5f0f,Colon Inc,Carol Wilson,rhondamoore@erickson-gill.info,Saint Martin,225-552-1376,2.42,2025-01-22,No,8bcd17a3-1adb-4a9f-a6e6-ecbe83352292,active,63.4,2025-02-28,8bcd17a3-1adb-4a9f-a6e6-ecbe83352292,Raw Materials,4.34,2024-12-08
