supplier_id,supplier_name,contact_name,email,country,phone,performance_score,last_audit_date,preferred_supplier
8a63b93c-def3-406a-b998-63f27799fddb,Dunn-Taylor,Kimberly Garza,owelch@graham.com,Liberia,+1-631-274-5642,1.33,2023-05-23,No
22e49628-d913-457d-821f-84fcd0bcbad5,Mitchell-Nichols,Katherine Campos,albert64@hall.biz,Turkmenistan,+1-366-832-6634,4.62,2024-08-22,Yes
e8f2c584-ccca-4e14-83b8-c80f84408e98,"Aguirre, Cohen and Mitchell",Rhonda Gutierrez,whitekeith@gibson.info,Comoros,302-408-0214x42703,2.95,2023-06-02,Yes
4fc37d4e-6b95-4c1d-9787-99d93799a376,Bolton-Ford,Erin Bridges,brianrowe@daniels.com,Ukraine,560-913-6730x371,4.3,2024-03-02,No
52b444e8-efab-4d73-8fe6-6636f6121d2c,Soto Inc,Krista Martinez,mlittle@clay-boyer.com,Bouvet Island (Bouvetoya),565.202.4916,1.29,2025-04-30,No
79ab56d1-b0d5-45ab-8891-d55d94c176b9,"Carlson, Watson and Davis",Brandon Montgomery,browndeanna@herrera.com,Moldova,+1-657-930-6524x0778,3.54,2023-10-08,No
52dcbffd-5900-4d65-8b2a-b7592fc6c4e6,"Mcdonald, Dillon and George",Caitlyn Schmidt,qphillips@richardson.biz,Saint Martin,(809)559-3518,4.73,2024-06-09,Yes
277529a2-8d2c-4e83-8407-26547f5f61aa,"Campbell, Ortiz and Morris",Matthew Williams,gregoryjohnson@washington.com,Montserrat,+1-567-989-9405x3910,2.43,2025-03-31,No
cd0fa4a6-77d2-494f-9478-0c9dd5030b43,"Brown, Grant and Hurley",Jacob Erickson,allison14@blackburn.com,Bolivia,001-338-763-3839x2886,4.57,2024-09-27,No
e200c157-6d54-495a-aa4d-52a8b3da5808,Jackson and Sons,Kathy Sandoval,umahoney@frey.biz,Sweden,001-859-239-8368x4577,1.69,2024-11-03,Yes
042c65ad-9883-49b1-88d3-d2cefba3091f,"Taylor, Zamora and Smith",Mrs. Emily Ingram,samantha88@howe.com,Cape Verde,(845)593-3441,3.77,2024-11-09,Yes
7b874b4a-cafb-44fe-931f-04afb93c92d5,Freeman Ltd,Sabrina Davis,benjamin96@deleon.com,Turkmenistan,(461)739-0604x80589,1.55,2024-05-24,No
ac735be0-0cee-4dc2-a737-f345388629ff,"Osborn, Maddox and Mullins",Ann Reynolds,vhernandez@alvarez.com,Mexico,(541)568-6227x8376,2.27,2023-11-16,No
52cb1ae0-6e18-49b3-86da-85f144296ca2,"Glass, Davis and Powers",Gregory Flores,carrillogary@jensen-branch.info,Nigeria,(270)533-5211,1.05,2025-04-15,Yes
d51b1974-de66-4dd0-a5ce-2a21ed3e2846,Smith-Benson,Jerry Johnson,jodylewis@mills.com,Puerto Rico,001-606-298-0420x439,3.36,2024-04-26,No
637e3f94-110c-4d92-8222-305df1f71605,"Nelson, Christian and Keller",Alicia Dillon,yhall@bray.org,Martinique,623-787-8003,2.33,2024-05-15,Yes
58c69158-04b4-4ac9-a831-7f0dbe9063fb,"Bell, Garrett and Young",Kathryn Cain,natasha08@perez-peterson.biz,Palestinian Territory,(416)889-3639,2.99,2025-05-01,Yes
72fcc072-544c-4132-9af9-7493e8e46b31,"Anderson, Delgado and Carpenter",Christina Taylor,russellstout@douglas.com,Ghana,888-812-5205,2.5,2023-12-30,Yes
e4e5b5b0-d25a-4576-af0b-743ebee04762,"Mahoney, Hill and Maxwell",Cody Farmer,catherine93@hall.info,Burkina Faso,297.652.6772x23306,4.07,2025-04-16,Yes
fcfd8547-abdc-40da-be0b-bddd38f95001,Todd Inc,Troy Gonzales,dwatts@patterson.org,Saint Pierre and Miquelon,(256)599-9880x8177,2.07,2024-06-05,No
0a0c64e5-bc34-4b4f-bbdc-532e6546c66d,"Hughes, Hubbard and Estes",Jeffrey Wilkerson,steven64@ellison.info,Switzerland,+1-271-481-2982x6657,1.68,2024-04-18,Yes
33b1d0dc-e552-40a8-b66f-3507e588b999,Davis-Nguyen,Michelle Martin,davisjasmin@cox.net,New Zealand,(468)460-2592,2.04,2023-09-30,No
4edd2a2a-6b69-44ae-8d22-af35b648be8a,Cross-Woodward,Christopher Roach,adamcannon@ellis.net,Sri Lanka,9973339776,4.29,2024-08-04,Yes
8c1e9464-e1d5-40dc-bea5-85a901aec505,Harvey-Grant,Amber Hernandez,benjamin09@evans.biz,Christmas Island,(749)299-8279,1.04,2023-07-30,Yes
e5c482ff-5e5a-40c1-92a4-73f94c9e903a,Wilkins-Chang,Ana Ruiz,nealjoshua@gutierrez.com,Botswana,001-681-779-4695,2.73,2025-03-30,No
850b7073-7f13-4e67-9008-cdc99d421bae,"Welch, Vasquez and White",Michelle Krause,wilsonsteven@mclaughlin.org,Israel,(705)258-3034x41448,3.03,2023-08-14,Yes
b9720eec-6563-4d1f-9763-790255520712,"Gilbert, Johnson and Thompson",George Chambers,probles@olson.info,Uganda,+1-257-560-8495,1.31,2024-07-18,Yes
e355e636-ea8b-41f5-8cae-58fe54eb8e20,Jones-Hernandez,Gina Brooks,ashleyprice@wilson.com,Russian Federation,5466173574,1.19,2023-09-27,Yes
c71d4564-0992-4886-88f2-16c15fcc997d,Gentry Group,Rebecca Stein,jamesmclean@russo.com,Swaziland,923.207.6810x40915,4.49,2023-08-06,No
4ffebdfd-bedc-4cb7-a8b3-31a0c4246277,Lane LLC,Christine Gonzalez,joshua57@wilson.com,Nigeria,+1-481-638-5854,3.24,2024-07-15,No
9cfecbd8-4fb6-4094-923c-f9112bd8ad4d,Fernandez-Williams,Steven Williams,bbrown@white-carlson.org,Norfolk Island,001-379-954-5381x792,2.51,2023-08-02,No
b5d0b595-a4f8-4e23-af39-f2ce4f75d45a,Ruiz-Meza,Steven Scott,philip55@freeman-jones.com,Guernsey,372.645.9928x1615,3.61,2024-06-15,Yes
3d134526-69d7-4427-972d-5d57669be896,"Sanchez, Moore and Olson",Daniel Benson,bmueller@cobb.com,Saint Vincent and the Grenadines,001-697-819-9758x172,4.9,2023-07-12,Yes
98ae0666-d066-4d21-af7d-7f211bd6b03d,Murphy-Newman,Daniel Taylor,shermandonna@schmidt-price.org,Kiribati,235.849.4651,3.77,2025-01-31,No
5e85643c-0ffa-4366-8b4f-afafda3dc780,"Faulkner, Smith and Castro",Ashley Campbell,youngjacqueline@garrett-joseph.biz,Hong Kong,(483)227-2386x56242,2.85,2023-07-14,Yes
e288109d-b8a9-4014-a4dc-ea0704056d2b,Barrett-Proctor,Chad Shaffer,senglish@conrad.biz,Micronesia,665.832.6909x738,3.56,2025-03-30,Yes
fa6d81ee-0890-4506-9df1-bf6f938bd3f8,Carroll Ltd,Kevin Nixon,thomasjessica@marshall-miller.org,Benin,271.989.4905,3.73,2024-04-18,Yes
bbdb4536-92ef-43c1-b81f-9d3fe7f339dc,Fisher-Yu,Donna Johnson,jessica94@soto.com,Montserrat,3496047128,3.46,2023-11-23,No
db9c9b7c-4674-40eb-87ed-c6dd9da4ec0f,Smith-Rodriguez,Kevin Hernandez,lwood@patton-young.com,South Georgia and the South Sandwich Islands,705.212.9276x63723,4.13,2024-09-03,Yes
0d722918-1db1-4e86-91cc-c8d3c1676505,Marshall Group,Paul Goodwin,noahthornton@baker-moreno.biz,American Samoa,676-658-0185x6945,1.35,2024-12-29,No
6422a73e-958c-4cfd-a783-0a8f415e3805,Mejia-Curry,Leah Lee,erica25@smith.biz,Bolivia,517.353.4430x09109,4.32,2024-10-21,Yes
9accb00d-db3f-44a2-961d-6acf1eb6d1f0,Bennett Ltd,Tracy Kemp,jonowens@fowler.biz,Puerto Rico,+1-954-321-4066x50442,1.87,2024-05-16,No
6483b0e7-9c3c-4e9d-b35f-0d14edb7d4e4,Brewer Inc,Randy Robinson,gainesjennifer@johnson.org,Saint Lucia,270-972-0064x256,2.42,2024-05-06,No
c7eb7d43-ba4e-472f-9813-9af76766d37b,Fernandez Inc,Michael Chan,bradleysavannah@cook-turner.com,Norfolk Island,+1-515-685-1743x2806,3.06,2024-10-12,No
b057fcd4-a170-4e8e-9b55-2618e57e72d3,Tucker-Mcclure,Collin Johnson,cortezbrittany@price-sparks.com,Luxembourg,+1-370-505-0506,3.71,2025-01-01,Yes
f0a9b97f-7557-428c-85eb-2b3faad53fb8,"Berg, Herrera and Figueroa",Benjamin Moss,evaldez@williams.com,Norfolk Island,3419792911,2.84,2024-07-30,Yes
cdf0aaba-1027-4bf7-b877-70f09d99d4c5,Simmons Ltd,Erika Daugherty,marcoconnell@duran.com,Grenada,914-526-2582,4.94,2025-03-29,No
ca826730-1997-4e2e-a224-98130a6b3e3d,"Salazar, Strickland and Smith",Mr. Christopher Davis,robert72@thomas.net,Korea,(532)590-9279x14560,4.4,2023-08-16,Yes
9e719a56-187e-4ca4-ba0f-01a487bb1f6d,Huffman-Hatfield,Julie Sims,joshualee@jennings.info,Christmas Island,(900)254-3645,4.1,2023-08-07,Yes
2d06f862-8990-479c-acc3-b6990d6dcb42,Floyd Group,Andrea Young,uwatkins@gonzalez-rhodes.com,Denmark,001-215-831-3636x31797,1.9,2023-09-05,Yes
2d9563ed-747a-4829-9c03-d65ced8a028c,Brooks-Ellis,Ian Nelson,david90@taylor-york.info,Italy,(553)349-2929,1.28,2024-03-18,No
fee3dbaa-dcb9-43b4-bd3d-16ca8592a38f,Vargas Group,Nicholas Fitzgerald,johnhamilton@snow.com,United States Minor Outlying Islands,001-806-900-7806,2.97,2025-01-03,No
73d3328c-1916-49d3-9240-25eab257e257,Allen-Hansen,Nicholas Dodson,michaelallen@smith.com,Central African Republic,001-279-390-7726x257,1.83,2024-02-28,Yes
085ff4d1-87ea-451b-9539-562bb0d508a9,Simmons-Nelson,Kimberly Norton,olivermatthew@robertson.com,Tuvalu,4163579055,4.94,2024-07-05,Yes
fb334e61-236e-4007-b468-0b6ec6090b78,Allen-Wilson,Todd Carpenter,karenhodges@gomez-adams.biz,Falkland Islands (Malvinas),9156577881,3.83,2024-04-17,Yes
f2037633-ac5d-402d-8cc6-7ffd5e3ece60,"Lamb, Everett and Jones",Judith Miller,keithfrye@martin.com,Luxembourg,(738)804-6827,2.71,2024-04-11,No
3066478c-4aa0-4842-857f-dd20a50a0a29,Johnson and Sons,Kelly Rogers,diana57@wade.info,Gabon,001-224-424-3754,4.4,2024-02-05,Yes
9e5e8cfe-2a96-4526-b4ca-6e7074b799ec,Joseph LLC,Christopher Erickson,evanwilson@andrews-alexander.com,Colombia,480.655.2578,2.69,2023-08-19,No
7fd9c96f-ee5a-4856-a791-659c06617f95,Gould LLC,Wayne Payne,deborah47@montes-webster.org,Papua New Guinea,(397)651-7028,3.43,2023-06-10,Yes
722b4439-3869-43c9-9743-b5a89e15ebcc,Davis-Brown,Lauren Walker,james18@rhodes-rosario.net,India,475.899.8056,3.13,2024-02-17,Yes
584cb0f7-48de-48be-831e-ef965f71dcc4,Parker-Griffin,Cindy Barron,slara@shaffer.biz,Burundi,001-391-823-4785,1.41,2023-07-26,Yes
45f8e14d-ea16-4e6e-a388-ca3268d26992,Thompson-Murray,Suzanne Gonzalez,froberts@carson.org,Gabon,487.930.0244x7146,3.79,2025-03-15,Yes
1e8e06ed-0748-4379-bea7-f419a510af65,Snyder-Arellano,Heidi Castillo,ooneill@alvarez.net,Saint Martin,001-404-729-0257,1.9,2023-09-19,Yes
a2e11798-6b65-450b-9c75-352c45cdb96b,Williams-Carter,Angela Lee,kathygeorge@stephens.com,Faroe Islands,+1-751-489-5202x84576,4.33,2023-08-05,Yes
d4e20134-389a-44fd-80dd-b3862790e92f,Pope PLC,Sandra Fox,butlersabrina@fuentes.info,Guernsey,452-579-8524x0132,3.75,2024-01-02,Yes
141f746e-fb29-4f36-a155-fba835b823e4,Vazquez-Bowers,Raymond Todd,gonzalezantonio@palmer.com,Aruba,440-711-9393,4.5,2023-06-13,Yes
f11cc0a4-bf06-4520-988a-617b254338df,Rush-Bailey,Jonathan Chandler,williamjones@hines.com,Chile,001-880-813-8759x27125,4.3,2023-10-26,No
c2ebbaa2-1ce3-40ed-a857-07ac3a40fe39,Martinez-Rodriguez,Philip Bush,millertristan@campbell-burke.com,Poland,938.364.6317x520,3.21,2024-03-07,No
15c2f297-ad30-43ce-a896-9e7085cd3384,Thomas Group,Vanessa Figueroa,calvinhester@gonzalez-anthony.biz,British Virgin Islands,967.849.9465,2.89,2025-05-13,No
c49b9e62-25ba-4f03-8765-606982ec0fc3,Rodriguez-King,Mark Taylor Jr.,greertyrone@stanton.org,Philippines,624-799-1187x73477,3.72,2025-01-03,No
f3dc50bf-0486-4bee-8bef-4a768a601b92,Ewing Inc,Ernest Bennett,ljohnson@hopkins.com,Liechtenstein,(424)267-1978x89778,4.83,2024-03-04,No
60b759a9-f88a-4c64-974e-bb877ea413e5,"Rhodes, Miranda and Mitchell",Kevin Anderson,michael90@peterson.com,Isle of Man,(403)233-4911x415,4.66,2024-06-19,Yes
dd05b827-a863-482e-b5fe-28570991946d,Bradley-Valenzuela,Michael Chapman,nicholas65@davis.com,Guadeloupe,685.629.4563x7183,3.91,2023-06-26,No
cdfa76af-66eb-43b0-92d2-408eff08c739,Weber Inc,Laura Vargas,carlos87@clark-flynn.com,Madagascar,268-453-6649x8782,4.48,2024-07-17,Yes
d2eba277-f64d-4de0-a92a-988036841339,"Hurley, Adams and Little",Sarah Meadows,boydmichael@allen.com,Tanzania,(365)413-6442x49363,3.05,2023-10-10,Yes
4f7f963e-d3c5-44a3-8c0b-200d3edec38e,Washington-Esparza,Taylor Harris,derek44@pierce.info,Slovenia,3018594165,2.38,2025-04-11,Yes
3c6d3173-23fb-401f-97be-7b4fb9676dc6,Duncan PLC,Kelly Calderon,tyler13@martinez.org,Saint Pierre and Miquelon,(236)932-1234x7649,4.64,2024-06-15,Yes
51057c35-1ceb-48fe-b2de-b798b31a25b5,"Coleman, Vega and Richmond",Taylor Cox,lori09@skinner.com,Portugal,+1-634-686-4518x37606,2.15,2023-07-27,Yes
4c23e844-3c47-42f3-81b4-fd44d29cf92a,Villarreal and Sons,Lynn Suarez,rmccormick@morrow.info,Saint Pierre and Miquelon,(256)212-4815x69857,4.43,2024-09-02,Yes
ca803df8-7182-4cf2-a151-ed022f098f4d,"Taylor, Morales and Fuller",Bradley Moore,melaniejennings@hayes-russo.com,Eritrea,(895)843-1652,2.65,2025-04-12,Yes
054edd71-3977-4d2f-9205-1da0e2643336,Leblanc Ltd,Crystal Davis,sgonzalez@williams.biz,Netherlands Antilles,321-552-9108x677,2.82,2024-10-25,No
d03bcbfc-dca7-4284-b230-7c2230c7809b,Roberts-Snyder,Scott Greene,jessica36@ortiz.com,French Guiana,739-873-5971x072,4.85,2024-10-06,No
6c5ccba7-b55d-4fc1-a22c-c212b69d2f48,"Harper, Jones and Hawkins",Timothy Ruiz,wendy90@king.biz,Gabon,(452)380-9242x8757,3.85,2024-01-09,No
42a9f7e5-244c-49a8-aed4-7a6d87c9daac,Edwards and Sons,Dr. Douglas Ward MD,chloe48@graham-martin.info,Serbia,(287)903-2032,1.43,2023-11-29,Yes
1db3c075-6fb9-4e37-b796-048fb4b9fb73,Williams-Kelly,Karina Vasquez,daviddavis@white-jackson.net,Swaziland,999-339-0892x613,2.09,2025-03-01,No
fb38bc6c-ae6a-4c48-88c6-a7ed06a574ec,"Martinez, Brooks and Hickman",Frank Johnson,qrivas@gibson-moses.org,Palestinian Territory,2506975923,3.43,2024-01-14,Yes
8c126e0e-121a-4952-be69-ad390e378b07,"James, Ross and Thompson",Sharon Davis,frankchan@holland-best.com,British Indian Ocean Territory (Chagos Archipelago),876-949-2515x8377,2.34,2023-12-05,No
c1a95ee2-1718-4fde-ac4e-5a8c99afee64,Shepherd-Austin,Jeffery Williams,teresa32@rose-holland.com,French Guiana,261.374.2243x864,1.7,2025-03-23,Yes
6cc721f0-82ba-4fed-9b8d-c821836f224b,Davis-Guerrero,Dawn Scott,mackallen@stanley.biz,Aruba,764-459-7794,4.23,2023-10-24,No
9aa33580-fb70-4dd7-bf3d-5023140642a8,Savage-Rodriguez,Abigail Wilson,dianastevens@melton-church.org,Saint Kitts and Nevis,249.595.6412x2031,3.92,2025-02-08,No
2528d32d-a60c-4bed-bb2a-7f1035901039,"Allen, Wilkinson and Garrison",Angelica Carrillo,thomasjohnson@barrera.info,Libyan Arab Jamahiriya,807.893.3496x0501,2.07,2025-02-01,Yes
bb27f6bc-9888-40d9-9423-251ebcb12a00,"Duarte, Johnson and Ross",Misty Mcconnell,dhall@smith.com,Uganda,+1-967-717-9576x0243,3.99,2024-04-07,No
e8b8d252-9670-4d19-b83e-69a481f46dfd,"Morgan, Guzman and Kirby",Bonnie Carter,rmoyer@navarro.com,Nigeria,941.372.2329,3.7,2024-12-23,Yes
4dbc217c-7e64-444f-be67-8797f16c084e,Clark Inc,Mrs. Debbie Rhodes MD,romanmatthew@williamson.net,Czech Republic,945.350.8428x9107,3.78,2025-05-04,Yes
c83b6467-9c12-47d2-9c4e-7b65c81a5f0f,Colon Inc,Carol Wilson,rhondamoore@erickson-gill.info,Saint Martin,225-552-1376,4.77,2025-01-22,No
81492b7a-4968-4df2-9760-c0947942000a,Miller LLC,Jennifer Soto,edwardmolina@cobb-taylor.biz,Isle of Man,(478)850-7208x11556,3.01,2023-07-06,Yes
ec2a322b-a901-4e33-897e-f98dc25a6eb3,"Hernandez, Andrews and Levine",Rebecca Liu,robert84@newton.com,United Arab Emirates,392.267.3899x75634,1.26,2024-06-18,Yes
bd740fe0-b808-4e14-b9a0-113763d69dd8,Meyer PLC,Brandon Arnold,katherine20@zamora.org,Eritrea,746.381.0548,3.52,2023-06-26,Yes
72e06bb4-1fef-4a77-b0fb-db65a6a5790a,Armstrong-Smith,David Reese,michaelmitchell@armstrong.com,Bosnia and Herzegovina,489-935-7126x61106,1.01,2023-10-27,Yes
86b8afef-ad44-4c48-9e8a-10da13fc927f,Chapman-Stone,Dennis Porter,sbarajas@dennis-butler.com,Cambodia,727.372.8813x77028,3.0,2024-08-04,Yes
5e9d2f8a-1ef1-4a27-9c3e-fda4689b4fb2,"Roberts, Mills and Wilson",James Carter,moodydouglas@fisher.com,Cuba,(970)618-5106,2.75,2024-07-09,No
60971a15-c806-42d3-967b-9583e6793a4b,Davenport-Bass,Charles Fields,jcontreras@nguyen.biz,Iceland,265.680.7412,3.3,2024-07-06,No
15cc861a-8f31-4f2e-a4d7-8f641fb026cc,Friedman PLC,Amy Hudson,karenshaw@martinez.com,Andorra,933-297-1895x690,4.33,2024-01-26,No
dc11eb13-0628-4878-aa39-46072e35c5c8,"Stewart, Scott and Wilson",Christopher Thomas,kayla24@gregory-brown.com,Cocos (Keeling) Islands,6048615265,4.69,2025-04-10,No
33daefc1-0d47-426d-9ef7-a52ee645bb00,Goodwin PLC,Jordan Gordon,adamslucas@russell.com,United States Minor Outlying Islands,8489913824,1.9,2023-07-23,No
c86aed73-3415-4076-801c-5617a2c3b917,Brooks and Sons,Kimberly Henderson,dwilliams@roberts.info,Faroe Islands,+1-346-653-9840x289,2.7,2023-07-27,No
23c01eb1-d49b-462d-9f7b-6b19b2cc4372,"Hawkins, Ramirez and Reynolds",Tina Flores,cynthia74@bates.com,Cote d'Ivoire,995.802.0970x026,1.29,2024-06-19,No
a6b96653-a62b-4d30-a070-bdb9c98cd5fb,Ryan Ltd,Caleb Stanton,wcarey@thompson-tate.com,British Virgin Islands,653.570.3045x319,2.81,2023-11-10,Yes
096b7724-5ced-43b3-b7a0-be7a7e6a3ea7,Vasquez-Padilla,Adrienne Joyce,rrodriguez@mason.org,Peru,+1-599-221-9212x49384,3.49,2025-05-17,No
9d4d0658-886e-4ae8-ad80-016db16784b1,Becker-Ware,Jeffery Nunez,nashmarcus@hill-frazier.info,Lithuania,(580)730-4687x506,2.19,2023-07-21,No
fd81fbc0-067e-4672-8ec3-a6f49262c536,"Perez, Norris and Rosario",Christina Murphy,garrettcolin@reynolds-johnson.com,Tajikistan,931-373-5058x319,3.55,2024-08-22,Yes
f97a822c-15e5-4a0f-9ff4-9f0a94350cb1,Rangel Group,Ryan Brown,bryanlang@turner.biz,Bahrain,808-504-6619,2.32,2025-02-13,No
02b71c51-9fbe-4fb3-a8e3-ac9bc997f2fa,Reyes-Pope,Lisa Morgan,gibsonmark@rodriguez.org,Rwanda,993-992-8456,3.56,2023-10-05,Yes
0f7c59ad-0b48-4935-8c09-de64233e84ac,Collins Group,Marissa Howard,dylanparker@carter-cordova.net,Namibia,+1-520-938-8065x33315,1.21,2024-10-11,Yes
b1420898-998a-45a8-b7a7-aed0fb5f5290,Christian-Knight,Elijah Murphy,gibsonkristina@crawford.com,Puerto Rico,879.433.7563,2.16,2025-01-15,Yes
12e00b9c-0288-49d9-9ce1-95be01b8c14a,Johnson-Wilson,Cory Willis,bradley03@mitchell.com,Saint Helena,(358)232-3024,4.98,2025-01-19,Yes
c993f819-a7a5-41e8-a101-14f423226464,Morgan and Sons,David Pacheco,shelleyrowland@keith.com,Turkmenistan,(533)286-5596,4.55,2024-11-30,No
8914741c-dabc-47ce-b068-ffdd965afd0f,Clarke-Murphy,Robert Salas,fclark@gibbs-mendez.com,Malawi,(685)878-7255x8777,1.96,2024-08-31,No
095ee97c-a655-4e7f-957f-e29fca665da6,Robinson and Sons,David Robinson,koneal@walls.com,Mexico,221-947-8539,2.71,2024-05-31,No
77b16be3-737e-452f-ad15-0b06561c9af3,Ortiz-Ballard,James White,josephjones@phillips.net,Mayotte,+1-714-631-1150x8353,4.79,2023-12-30,Yes
d86f4bb4-aefc-4ef1-84bb-4aced0c8da67,Lee-Munoz,Scott Moran,alan44@logan-powell.biz,Swaziland,001-907-582-6333,2.47,2024-06-03,Yes
77ff3c31-c1f3-4837-8d78-3178c935a278,"Olsen, Peterson and Miller",Jessica Mcmahon,cclark@johnson.com,Western Sahara,001-207-255-3666x8459,3.79,2025-03-27,No
fe87a6bc-f3e0-4dc5-ba2c-9e7927584f1a,Carroll-Lloyd,Laura Myers,zharris@ferguson.info,Botswana,597-341-2182x09702,2.67,2025-03-19,No
3ba878d9-34b5-4b86-88a8-458762c9f4fc,Keller-Jones,Joseph Jackson,hmyers@herrera.com,Iceland,623.546.7299,2.39,2024-05-24,Yes
33a2ca5f-4683-4cc5-b57e-2b43af516850,Ritter Group,James Aguirre,renee77@johnston-mclaughlin.com,Oman,854.469.2632x967,2.52,2024-10-14,No
f2189128-b2da-41f7-a4bf-c76d1874ed7d,Allen and Sons,Mark Carter,wolfejennifer@kerr.net,British Virgin Islands,(911)285-6724x380,1.67,2023-07-15,Yes
763f56ac-bfee-4533-acf5-9149b1c9d0dc,Cooper-Ross,Andrew King,markgoodman@murray-miller.com,Rwanda,827.442.2091x241,3.92,2023-07-18,Yes
45f3dc5a-ad68-4b45-82de-b2e6c37a927b,Alexander and Sons,Andrew Leonard,scottwilliams@cain.com,Iceland,001-547-309-0063x353,4.2,2023-06-03,No
564d46aa-03ba-43a0-bd42-269c07275940,Frazier Inc,Stephen Robles,jenniferwilliams@rodriguez.com,Nigeria,786.461.3315,4.04,2023-06-02,No
63a1bcaa-0311-4626-90f5-1e97a76c11cb,Ellis Inc,Diana Hanson,jonesjeffery@saunders-porter.com,Rwanda,+1-792-441-9562,2.91,2024-08-29,Yes
fa5f9e72-5166-488b-b008-32dae24ba9d4,"Olson, Rogers and Franklin",Janet Davidson,wesleybush@hall.com,Georgia,663.591.0257,1.36,2023-09-10,No
3cf1c29e-09b4-413c-a45c-a94a345298c4,"George, Bautista and Stevenson",Donald Schneider,meyertiffany@hess.com,Guam,738.403.3968,2.92,2024-04-10,No
7ddc44f5-deaf-4631-908a-bb5c018c0313,Mckay Inc,Brenda Harris,thompsonana@young.biz,Saint Kitts and Nevis,942.533.6293x449,2.82,2023-12-07,No
f37599aa-147b-4d20-bb2e-00e6c8028d0e,Sanders-Jackson,Jonathan Moss,lorileon@gill.com,Senegal,998-328-2467x4746,3.8,2024-01-21,No
279c058a-321a-4d71-b821-52e0b7014925,Smith PLC,Jacqueline Sullivan,vbentley@cruz-parker.org,Barbados,(801)869-2364x58750,2.99,2024-11-10,No
ebe55cc4-08d5-4cf7-ba4c-38ef3e0ad66d,Mccoy-Rhodes,Maria Green,jblackburn@wright-lane.com,American Samoa,416-869-1836,2.88,2023-11-23,No
887fe19c-f7ba-49f9-802a-63cc4d5e42e8,"Tanner, Willis and Gross",Tammy Booth,fieldskimberly@olsen-adams.com,Venezuela,001-864-402-7011x6864,2.39,2023-09-28,Yes
32b1792b-2263-460a-b43c-6fef2fb7e9bd,White-Fry,Robert Lopez,bradylisa@green.info,Niue,+1-512-914-1614x150,3.89,2024-05-11,Yes
0fa1659f-026f-45f6-99ce-a0c3c2b2547d,Walton-Smith,Victoria Davis,bennettabigail@frederick-kennedy.com,Netherlands,(255)955-3566x90551,3.13,2025-02-17,Yes
e35209a0-d5de-493b-b9a8-07ba66dce997,Johnson Inc,Diana Lyons,miguelmontgomery@kane.com,Northern Mariana Islands,905-305-7397x69156,2.56,2024-11-09,No
b641d449-31f0-4021-9b6f-be204b3a9a83,Kane PLC,Michelle Johnson,trobles@davies.info,Zimbabwe,878-233-3211,4.43,2023-09-17,No
622c636f-e713-4930-9395-8e5cedd0ce02,Robinson-Scott,Steven Martinez,sandraschultz@davis-holt.com,Venezuela,001-591-656-6863,4.79,2023-08-15,No
5719d3e4-16d1-4768-9c83-90ba1672380e,"Vargas, Lopez and Mcmahon",Bethany Edwards,aray@brown-nichols.biz,Jamaica,652-589-9316x08752,1.01,2024-05-22,Yes
488c6ea4-99f9-4338-a5bd-ab1474ae4b96,Burgess Ltd,Francisco Shaw,hillmelanie@mendoza.biz,Bahamas,823-930-2764x20865,2.9,2025-05-15,Yes
126301a0-641c-4619-a430-58d9c1f98e90,"Acosta, Campbell and Leblanc",Kimberly Davis,karen90@torres.info,Qatar,442.233.3059x1266,2.78,2023-08-01,No
f1efa963-2dfc-4b9c-b94f-ebeff96277e5,Wilson PLC,Leslie Booker,hsanchez@sanders.org,Zimbabwe,(361)376-4750,3.59,2023-07-22,No
e8920b25-ab35-475a-a433-66c97d3d6b72,"Walker, Matthews and Archer",Michael Davis,patrickcooke@hamilton.com,Rwanda,+1-326-306-8887,1.74,2024-11-23,Yes
e5c943b1-a898-4ac4-b736-df7e351c586a,White PLC,Abigail West,david29@delgado.net,Equatorial Guinea,001-601-918-4582x60340,4.13,2023-09-02,No
85cd74bf-501c-43a3-b1f2-2be57d8da92b,Obrien-Dixon,Mary Williams,lopezkevin@bernard.net,Cuba,001-654-829-6184,2.92,2024-09-08,Yes
15502390-74c0-4b3e-a66a-4a8229cf4c70,Rhodes-Bentley,Dalton Soto,wanda35@sandoval.biz,Swaziland,(356)360-9314,4.24,2024-10-03,Yes
a3e2ac17-5450-461f-90e2-b6766822d128,Cox LLC,Brianna Yates,alejandro63@lynn-patton.com,China,449.771.8594x84910,2.89,2025-04-13,No
ce5b961f-585d-4011-ae40-8d5763ba6c3d,"Byrd, Kramer and Arnold",Jennifer Vargas,albert82@martinez.com,Uruguay,001-853-596-7275x7844,4.11,2024-01-01,No
4e3fd50b-f28c-435f-9641-d960dba0bdec,Townsend-Bruce,Angela Allen,martinbrian@mitchell.com,Yemen,(782)577-8816x09306,1.91,2025-05-18,No
d2c7f176-eba3-42b1-b36c-1c45a942b4d7,"Sutton, Williams and West",Timothy Gallagher,gregoryrichardson@palmer.biz,Lithuania,(525)215-3814x4744,1.33,2024-11-12,Yes
ec4d6c00-37ab-4af8-a4c4-6086919fa02e,Hickman-Haley,Stephanie Walls,abrown@stevens.com,Tuvalu,001-826-350-1673x1882,4.86,2025-03-20,Yes
a819213d-c4fa-44a4-a7d7-64ce01c4e229,Perez-Foster,Jeffrey White,daniel77@taylor.biz,Albania,(531)934-0266x502,2.42,2025-04-23,No
